"MODEL","MARKETING_NAME","VENDOR","DISPLAY_HEIGHT","DISPLAY_WIDTH","CAMERA_PIXELS","YEAR_RELEASED","DIAGONAL_SCREEN_SIZE","REACH"
"sm-j120az","galaxy amp 2","samsung","800","480","5","2016","4.5",24
"x300","x300","xgody","960","540","5","2015","5",24
"jump hd","jump hd","starmobile","1280","720","8","2016","5",24
"frd-dl00","honor 8","huawei","1920","1080","12","2016","5.2",24
"ttl7","tablet ttl7","tesla","600","1024","3","2015","7",24
"u9gt2","u9gt2","cube","768","1024","NULL","2011","9.699999999999999",24
"tt7025mg","optima 7.5 3g","digma","600","1024","0.3","2014","7",24
"p70-t","p70-t","lenovo","1280","720","13","2015","5",24
"y518-t00","y518-t00","huawei","854","480","5","2014","4.5",24
"primo nx2","primo nx2","walton","1280","720","8","2014","5.5",24
"d285","l65","lg","800","480","5","2014","4.3",24
"b8601","b8601","bitel","1280","720","8","2015","5",24
"s plus","s plus","gionee","1280","720","13","2015","5.5",24
"vfd 900","smart platinum 7","vodafone","2560","1440","16","2016","5.5",24
"rs988","g5","lg","2560","1440","16","2016","5.3",24
"l-ite 552","l-ite 552","logicom","960","540","8","2015","5.5",24
"power five","power five","highscreen","1280","720","8","2015","5",24
"c55","c55","siswoo","1280","720","13","2015","5.5",24
"a088","a088","unknown","480","800","2","2011","7",24
"sm-j100vpp","galaxy j1","samsung","800","480","5","2015","4.3",24
"sm-a5009","galaxy a5","samsung","1280","720","13","2014","5",24
"ot-6037k","one touch idol 2","alcatel","960","540","8","2014","5",24
"y11","y11","vivo","800","480","5","2014","4",24
"y75","y75","coolpad","960","540","8","2015","5.5",24
"desire 500 dual sim","desire 500 dual sim","htc","800","480","8","2013","4.3",24
"x155","max","lg","854","480","5","2015","5",24
"shv-e140l","galaxy tab 8.9 lte","samsung","800","1280","NULL","2012","8.880000000000001",23
"tr10cs1","education tablet","intel","800","1280","5","2014","10.1",23
"aqua i-5","aqua i-5","intex","960","540","12","2013","5",23
"c5306","xperia sp lte","sony","1280","720","8","2013","4.6",23
"p780","p780","melrose","960","540","5","2014","5.5",23
"g700-t00","ascend g700","huawei","1280","720","8","2013","5",23
"m2 3g","m2 3g","infocus","1280","768","8","2015","4.2",23
"v818","v818","onda","768","1024","5","2013","7.9",23
"elite 2","elite 2","leagoo","1280","720","13","2015","5.5",23
"blade v580","blade v plus","zte","1280","720","13","2016","5",23
"m811","m811","china mobile","1280","720","8","2014","5",23
"g520-5000","ascend g520","huawei","854","480","5","2013","4.5",23
"sm-j710fq","galaxy j7","samsung","1280","720","13","2016","5.5",23
"802t","one","htc","1920","1080","4.1","2013","4.7",23
"sm-g7105l","galaxy grand 2","samsung","1280","720","8","2013","5.25",23
"evo v 4g","evo v 4g","virgin","1280","720","8","2012","4.7",23
"grand 2","grand 2","lava","1280","720","13","2016","5.5",23
"4033x","one touch pop c3","alcatel","800","480","5","2013","4",23
"p1640","tegra note","nvidia","800","1280","5","2013","7",23
"gt-i8580","galaxy core advance","samsung","800","480","5","2014","4.6",23
"sgh-i727r","galaxy s2 lte","samsung","800","480","8","2011","4.5",23
"4034d","pixi 4 (4)","alcatel","800","480","2","2016","4",23
"xi-tab77","xi-tab77","xion","480","800","NULL","2012","7",23
"8008d","one touch scribe","alcatel","1280","720","8","2013","5",23
"sm-g7108 td","galaxy grand 2 td","samsung","1280","720","8","2014","5.25",23
"gm 5 plus d","gm 5 plus d","general mobile","1920","1080","13","2016","5.2",23
"tit-cl10","changxiang 5","china unicom","1280","720","13","2016","5",23
"sm-t817v","galaxy tab s2","verizon","1600","2560","8","2015","9.699999999999999",23
"pm36100","one vx","at&t","960","540","5","2012","4.5",23
"d337","g prime","lg","854","480","8","2014","5",23
"mk-399","mk-399","mto","960","540","13","2014","5",23
"sc-02d","galaxy tab 7.0 plus","docomo","1024","600","3.15","2011","7",23
"gt-i8520","galaxy beam","samsung","800","480","NULL","2010","3.7",23
"v940n","g pad ii 10.1fhd","lg","1920","1200","5","2015","10.1",23
"s5000-f","s5000","lenovo","800","1280","5","2013","7",23
"marvel","marvel","htc","480","320","5","2011","3.2",23
"gt-p7100","galaxy tab 10.1","samsung","800","1280","3.15","2011","10.1",23
"t50","t50","turkcell","1280","720","13","2014","5",23
"trooper2 5.0","trooper2 5.0","kazam","854","480","5","2014","5",23
"quantum go 3g","quantum go 3g","positivo","1280","720","13","2015","5",23
"startrail 5","startrail 5","sfr","960","540","5","2014","5",23
"so-05d","xperia sx","docomo","960","540","NULL","2012","3.7",23
"power five pro","power five pro","highscreen","1280","720","8","2015","5",23
"ultra","ultra","o+","1280","720","8","2014","5.5",23
"at7-b","excite 7c","toshiba","600","1024","0.3","2013","7",23
"trooper2 6.0","trooper2 6.0","kazam","854","480","5","2014","6",23
"excite  prime","excite  prime","cloudfone","1280","720","13","2016","5.5",23
"sensation 4g","sensation 4g","t-mobile","960","540","8","2011","4.3",23
"s720","s720","lenovo","960","540","8","2012","4.5",23
"desire 520","desire 520","htc","854","480","8","2015","4.5",23
"sgh-i547","galaxy rugby pro","at&t","800","480","5","2012","3.97",23
"a53","a53","oppo","1280","720","13","2015","5.5",23
"xtraphone 5.3 q4","xtraphone 5.3 q4","evolveo","960","540","8","2013","5.3",23
"xenium v526","xenium v526","philips","1280","720","13","2015","5",23
"wx10k","dingo dual 2","willcom","1280","720","8.1","2013","4.7",23
"emax mini","emax mini","umi","1920","1080","8","2015","5",23
"e63","e63","nokia","240","320","NULL","2008","2.37",23
"sm-t719c","tab s3","samsung","1536","2048","8","2016","8",23
"sm-a310m","galaxy a3 (2016)","samsung","1280","720","13","2016","4.7",23
"5021e","one touch soleil","alcatel","800","480","5","2013","4",23
"y11iw","y11iw","vivo","800","480","5","2013","4",22
"yu5530","yunicorn","yu","1920","1020","13","2016","5.5",22
"u30gt","u30gt","cube","800","1280","2","2012","10.1",22
"s401","s401","obi","800","480","5","2014","4",22
"zero","zero","umi","1920","1080","13","2014","5",22
"t008","padfone e","asus","1280","800","13","2014","4.7",22
"p659","optimus f3","lg","800","480","5","2013","4",22
"ls-5504","water 7","lyf","1920","1080","13","2015","5.5",22
"scl-cl00","honor 4a","huawei","1280","720","8","2015","5",22
"p5001","p5001","medion","960","540","5","2014","5",22
"trekker-x1","trekker-x1","crosscall","1280","720","13","2015","5",22
"notos plus 3g","notos plus 3g","odys","1280","720","NULL","2016","10.1",22
"w6500","xenium","philips","960","540","8","2013","4.3",22
"streak","streak","dell","800","480","NULL","2009","5",22
"102e","desire 200","htc","480","320","5","2013","3.5",22
"vivo 5r","vivo 5r","blu","1920","1080","13","2016","5.5",22
"p7 xtreme","p7 xtreme","allview","1280","720","13","2014","4.7",22
"l681","l681","hisense","1280","720","8","2015","5",22
"m9 plus","m9 plus","x-bo","854","480","2","NULL","5",22
"birdy","birdy","wiko","854","480","5","2014","4.5",22
"s309","s309","philips","800","480","5","2015","4",22
"xintron i 10.1","surftab","trekstor","800","1280","5","2014","10.1",22
"k557","stylo 2 plus","lg","1920","1080","13","2016","5.7",22
"power ice","power ice","highscreen","1280","720","8","2015","5",22
"j-q88b","j-q88b","abbery","480","800","NULL","2012","7.01",22
"s1036x","lifetab","medion","1200","1920","5","2014","10.1",22
"a2015","a2015","zte","2560","1440","13","2015","5.5",22
"n78","n78","sanei","600","1024","2","2013","7",22
"t8951","ascend g510","huawei","854","480","5","2013","4.5",22
"pmt5887","multipad color 8","prestigio","800","1280","2","2014","8",22
"e6560","duraforce","kyocera","1280","720","8","2014","4.5",22
"7040n","one touch pop c7","alcatel","854","480","5","2013","5",22
"a76","elite","ampe","480","800","NULL","2012","7.01",22
"q469","canvas play 4g","micromax","1280","720","13","2015","5.5",22
"xplay5s","xplay5","vivo","2560","1440","16","2016","5.43",22
"nx513j","nubia my prague","zte","1920","1080","16","2015","5.2",22
"psp3502","multiphone 3502 duo","prestigio","854","480","8","2015","5",22
"padfone x mini","padfone x mini","asus","854","480","5","2014","4.5",22
"sk17a","xperia mini pro","sony ericsson","480","320","5","2011","3",22
"sm-g360az","galaxy core prime","cricket","800","480","1.5","2015","4.5",22
"zp900","leader","zopo","960","540","NULL","2012","5.3",22
"v99","v99","bmorn","768","1024","2","2011","9.699999999999999",22
"6995 lvw","one m8 for windows","verizon","1920","1080","5","2014","5",22
"4032d","one touch pop c2","alcatel","800","480","3.15","2014","4",22
"a10","ideapad a10","lenovo","768","1366","0.3","2013","10.1",22
"m-mp1040s2","smartpad 10.1 s2","mediacom","600","1024","2","2013","10.1",22
"n-03e","disney mobile","docomo","1280","720","13","2012","4.7",22
"q-smart s16","q-smart s16","qmobile","800","480","2","2013","4",22
"g900w","g900w","bepa","1280","720","18.4","2014","4.6",22
"pap4500 duo","multiphone","prestigio","960","540","8","2013","4.5",22
"t9292","hd7","htc","800","480","5","2010","4.3",22
"sm-t817t","galaxy tab s2","t-mobile","1536","2048","8","2015","9.699999999999999",22
"shl21","aquos phone shl21","kddi","1280","720","13.2","2012","4.7",22
"taq-10043","taq-10043","denver electronics","600","1024","NULL","2013","10.1",22
"a919","a919","myphone","854","480","8","2012","5",21
"h630d","g4 stylus","lg","1280","720","13","2015","5.7",21
"sch-i915","galaxy tab 2","verizon","1280","800","3.15","2012","10.13",21
"a290","canvas knight cameo","micromax","1280","720","8","2014","4.7",21
"phs-601","c8","condor","1280","720","8","2014","5.5",21
"v2s plus","pixel v2s plus","lava","1280","720","NULL","2016","5",21
"5036x","one touch pop c5","alcatel","854","480","5","2013","4.5",21
"y20t","y20t","vivo","1280","720","8","2013","5.5",21
"f-04e","arrows v","docomo","1280","720","13","2012","4.7",21
"alfa 8","alfa 8","leagoo","800","400","5","2015","4",21
"u10","u10","oukitel","1920","1080","13","2015","5.5",21
"gt-n7108d","galaxy note 2 lte","samsung","1280","720","8","2013","5.5",21
"e5606","xperia m5","sony","1920","1080","21.2","2015","5",21
"yu5010","yu yuphoria","yu","1280","720","8","2015","5",21
"xt1528","moto e 2nd gen 4g","motorola","960","540","5","2015","4.5",21
"pgn605","plume p8","condor","1280","720","13","2016","5.5",21
"next7c12f","premium 7","nextbook","800","480","NULL","2012","7.01",21
"p1000","p1000","bassoon","800","480","8","2015","7",21
"u1pro","u1pro","pipo","800","1280","2","2014","7",21
"gt540","optimus","lg","480","320","NULL","2010","3",21
"s2350","s2350","polytron","480","320","2","2012","3.5",21
"ts1 duo","ts1 duo","myphone","480","320","2","2012","3.2",21
"st21i2","xperia tipo dual","sony","480","320","3.15","2012","3.2",21
"50b neon","50b neon","archos","854","480","5","2014","5",21
"u9500","ascend d1","huawei","1280","720","NULL","2012","4.5",21
"a30","a30","oppo","1920","1080","13","2016","5",21
"m-ppxg510","m-ppxg510","mediacom","960","540","5","2014","5",21
"rio-cl00","g7 plus","huawei","1920","1080","13","2015","5.5",21
"2015","2015","thl","1080","1920","13","2015","5",21
"sgh-i527m","galaxy  mega","samsung","1280","720","8","2013","6.3",21
"d805","g2 4g lte","lg","1920","1080","13","2013","5.2",21
"liro color","liro color","trekstor","800","480","NULL","2011","7",21
"gt-p6810","galaxy tab 7.7","samsung","1280","800","NULL","2011","7.7",21
"blade a476","blade a476","zte","1280","720","8","2016","5",21
"i128","i128","konka","800","480","3.2","2013","4",21
"fresh","fresh","explay","1280","720","8","2014","5",21
"rm-1109","lumia 640","microsoft","1280","720","8","2015","5",21
"k121","k4","lg","854","480","5","2016","4.5",21
"h630","g stylo","lg","1280","720","8","2015","5.7",21
"yu5510","yu yureka plus","micromax","1920","1080","13","2015","5.5",21
"q391","canvas doodle 4","micromax","1280","720","8","2015","6",21
"a116","canvas hd","micromax","1280","720","NULL","2013","5",21
"sm-t905","galaxy tab pro 12.2","samsung","1600","2560","8","2014","12.2",21
"gt-s7568","galaxy s duos","samsung","800","480","NULL","2012","3.97",21
"discovery air","discovery air","general mobile","1280","720","8","2015","4.8",21
"s2007","star 2","zte","1920","1080","13","2015","5",21
"9001d","onetouch pixi 4 (6)","alcatel","1280","720","8","2016","6",21
"w1-u00","ascend w1","huawei","800","480","5","2013","4",21
"z828","avid plus","zte","854","480","5","2016","5",21
"hammer","hammer","umi","1280","720","13","2014","5",21
"infinity power","infinity power","gionee","800","480","5","2012","4",21
"novel","novel","pandigital","800","600","NULL","2010","7",21
"odyssey s320","odyssey s320","ooredoo","480","320","2","2014","3.5",21
"sm-g900t3","galaxy s5","samsung","1920","1080","16","2014","5.1",21
"sh-10d","aquos phone sv","docomo","1280","720","12","2012","4.5",21
"h815t","g4","lg","2560","1440","16","2015","5.5",21
"blade","blade","zte","800","480","3.15","2010","3.5",21
"s900","hyundai s900","hyundai","768","1024","NULL","2012","9.77",21
"q-smart qs16","q-smart qs16","qmobile","640","360","2","2014","4",21
"9976a","9976a","coolpad","1920","1200","13","2013","7",21
"cube 5.0","cube 5.0","xolo","1280","720","8","2015","5",21
"pe-tl00m","honor 6 plus","huawei","1920","1080","8","2015","5.5",21
"y635-l03","ascend y635","huawei","854","480","5","2015","5",21
"tablet","tablet","zenithink","NULL","NULL","NULL","NULL","NULL",21
"t012","liquid z320 duo","acer","854","480","5","2015","4.5",21
"magic","magic","okapia","854","480","5","2015","5",20
"a955","droid 2","verizon","854","480","5","2010","3.7",20
"vs880","g vista","verizon","1280","720","8","2014","5.7",20
"r8201","r1x","oppo","1280","720","13","2015","5",20
"x11","x11","irulu","600","1024","2","2015","7.4",20
"b78","b78","beyond","800","480","3.15","2012","5.3",20
"y927","y927","vivo","1280","720","8","2014","4.7",20
"desire l dual sim","desire l dual sim","htc","800","480","5","2013","4.3",20
"lt15a","xperia arc","sony ericsson","854","480","8","2011","4.2",20
"c8818","c8818","huawei","1280","720","13","2015","5",20
"q800","q800","xolo","960","540","8","2013","4.5",20
"u8520","deuce","huawei","480","320","NULL","2011","3.2",20
"lifetab e733x","lifetab e733x","aldi","600","1024","2","2015","7",20
"a777","a777","unknown","480","800","0.3","2012","7",20
"vfd 300","smart mini 7","vodafone","800","480","5","2016","4",20
"sm-n930s","galaxy note 7","samsung","2560","1440","12","2016","5.7",20
"spark +","spark +","wileyfox","1280","720","13","2016","5",20
"is11s","xperia acro","kddi","854","480","NULL","2010","4.2",20
"psp3530duo","muze d3","prestigio","1280","720","2","2015","5.3",20
"fs504","cirrus 2","fly","1280","720","8","2015","5",20
"50c neon","50c neon","archos","854","480","5","2014","5",20
"a868","a868","myphone","480","320","3.2","2012","3.95",20
"h542","g4 stylus","lg","1280","720","13","2015","5.7",20
"primo","primo","walton","480","320","NULL","2012","3.5",20
"irulu v3","victory","irulu","1280","720","13","2015","6.5",20
"10dtb42","10dtb42","hipstreet","600","1024","2","2015","10.1",20
"f-03f","disney mobile f-03f","docomo","1280","720","13","2013","4.7",20
"xt1093","moto x 2nd gen","motorola","1920","1080","13","2014","5.2",20
"sc-02b","galaxy s","docomo","800","480","5","2010","4",20
"cynus e5","cynus e5","mobistel","854","480","8","2015","4.5",20
"4013d","one touch pixi 3 (4)","alcatel","800","480","1.9","2015","4",20
"a2109a","ideatab a2109a","lenovo","800","1280","NULL","2012","9",20
"sm-g750a","galaxy mega 2","at&t","1280","720","8","2014","6",20
"gt-i9080l","galaxy grand","samsung","800","480","8","2013","5",20
"w3509","w3509","philips","960","540","5","2014","5",20
"sm-g357m","galaxy ace style","samsung","800","480","5","2014","4",20
"sh-05f","sh-05f","docomo","1920","1080","16","2014","5",20
"vs810pp","transpyre","lg","800","480","8","2014","4.5",20
"mc40n0","mc40 mobile computer","zebra","800","480","8","2014","4.3",20
"xplorer v80","xplorer v80","symphony","960","540","8","2015","4.7",20
"ms395","f60","lg","800","480","5","2014","4",20
"dash 3.5","dash 3.5","blu","480","320","3.15","2012","3.5",20
"u8950d","ascend g600","huawei","540","960","NULL","2012","4.5",20
"sm-p905v","galaxy note pro 12.2","verizon","1600","2560","8","2014","12.2",20
"smart fly x50","smart fly x50","vivax","960","540","8","2014","5",20
"sc-01c","galaxy tab","docomo","1024","600","NULL","2010","7",20
"sm-g930az","galaxy s7","samsung","2570","1440","12","2016","5.1",20
"sm-g8508s","sm-g8508s","samsung","1920","1080","16","2014","5.1",20
"m-ppxs551u","phonepad s551u","mediacom","1280","720","13","2014","5.5",20
"sm-j320az","galaxy amp prime","cricket","1280","720","5","2016","5",20
"u9202l","ascend p1 lte","huawei","960","540","1.3","2012","4.3",20
"9002x","pixi 3 (7)","alcatel","600","1024","2","2015","7",20
"bv2000","bv2000","blackview","1280","720","5","2015","5",20
