"MODEL","MARKETING_NAME","VENDOR","DISPLAY_HEIGHT","DISPLAY_WIDTH","CAMERA_PIXELS","YEAR_RELEASED","DIAGONAL_SCREEN_SIZE","REACH"
"sh837w","sh837w","sharp","1280","720","8","2013","4.7",36
"a390t","a390t","lenovo","800","480","5","2013","4",36
"sm-g7109","galaxy grand 2 cdma","samsung","1280","720","8","2014","5.25",36
"sm-p555l","galaxy tab a 9.7","samsung","1024","768","5","2015","9.699999999999999",36
"d816w","desire 816 dual sim","htc","1280","720","13","2014","5.5",36
"h410","wine smart","lg","480","320","3","2015","3.2",35
"v880","blade/avea intouch","zte","800","480","3.2","2010","3.5",35
"sm-a710m","galaxy a7 duos lte","samsung","1920","1080","13","2016","5.5",35
"n958st","v5 max","zte","1280","720","13","2014","5.5",35
"harrier tab","harrier tab","ee","1080","1920","8","2015","8",35
"note 3","note 3","infinix","1920","1080","13","2016","6",35
"a19","a19","celkon","800","480","5","2012","4",35
"ty-xny","ty-xny","unknown","800","480","2","NULL","7",35
"h343","risio","lg","854","480","5","2015","4.5",35
"s9220","s9220","star","800","480","7","2013","5",35
"l22c","power","lg","854","480","5","2016","4.5",35
"studio 6.0 hd","studio 6.0 hd","blu","1280","720","8","2014","6",35
"note 2 lte","note 2 lte","infinix","1280","720","13","2015","5.9",35
"g708","g708","colorfly","800","1280","2","2014","7",35
"gt-i9210t","galaxy s2 lte","samsung","800","480","8","2011","4.51",35
"f3213","xperia xa ultra","sony","1920","1080","16","2016","6",35
"a177","canvas juice","micromax","854","480","2","2014","5",35
"503sh","aquos xx2 mini","softbank","1920","1080","13.1","2015","4.7",35
"s8-306l","mediapad m1 8.0","huawei","1280","800","5","2014","8",35
"xt1078","moto g 2nd gen","motorola","1280","720","8","2015","5",35
"e986","optimus s pro","lg","1920","1080","13","2013","5.5",35
"e600","liquid e600","acer","854","480","8","2014","5",35
"k550","stylus 2 plus","t-mobile","1280","720","13","2016","5.7",35
"l-05e","optimus it","lg","1280","720","13.2","2013","4.5",35
"y28l","y28l","vivo","960","540","8","2015","4.7",35
"4027d","one touch pixi 3 (4.5)","alcatel","854","480","8","2015","4.5",35
"b928a","b928a","alps","800","480","NULL","2012","5.3",35
"e445","optimus l4 ii dual","lg","480","320","3.15","2013","3.8",35
"km-s330","take fit","kt","960","540","5","2012","4.3",35
"studio c 5 + 5","studio c 5 + 5","blu","854","480","5","2015","5",35
"gt-c3312r","rex 60","samsung","320","240","1.3","2013","2.79",35
"3622a","3622a","coolpad","854","480","5","2016","5",35
"jp-1301","jolla phone","jolla","960","540","8","2013","4.5",35
"sky nano","sky nano","skyphone","1280","720","5","2013","4.7",35
"shw-m570s","galaxy core advance","samsung","800","480","5","2014","4.6",34
"mm781","mm781","revopad","600","1280","2","2013","7",34
"aquaris u plus","aquaris u plus","bq","1280","720","5","2016","5",34
"ki plus","ki plus","acemax","NULL","NULL","NULL","NULL","NULL",34
"shw-m240s","galaxy ace","samsung","480","320","5","2011","3.5",34
"lifetab s785x","lifetab s785x","medion","768","1024","4.8","2014","7.8",34
"xt1079","moto g 2nd gen","motorola","1280","720","8","2015","5",34
"x11","x11","lava","1280","720","8","2016","5",34
"sm-g850fq","galaxy alpha","samsung","1280","720","12","2014","4.7",34
"x6 plus a","x6 plus a","vivo","1920","1080","13","2016","5.7",34
"sm-g530bt","galaxy grand prime","samsung","960","540","8","2014","5",34
"sm-n9106w","galaxy note 4","samsung","2560","1440","16","2014","5.7",34
"8730l","8730l","coolpad","1280","720","8","2013","5.5",34
"4015a","one touch pop c1","alcatel","480","320","2","2014","3.5",34
"a10 mid","generic android tablet","unknown","480","800","NULL","2011","7",34
"sph-l710t","galaxy s3 td-lte","samsung","1280","720","8","2014","4.8",34
"6030d","one touch idol","alcatel","960","540","8","2013","4.7",34
"h736","g4s lte","lg","1920","1080","8","2015","5.2",34
"sm-a7108","galaxy a7 (2016)","samsung","1920","1080","13","2016","5.5",34
"5042d","one touch pop 2 4.5","alcatel","854","480","5","2014","4.5",34
"e410","optimus l1 ii","lg","320","240","2","2013","3",34
"p6000 pro","p6000 pro","elephone","1280","720","13","2015","5",34
"ben7116n","volt","baussen","480","800","1.3","2013","7",34
"shv34","aquos serie","au","1920","1080","22.6","2016","5.3",34
"5038a","one touch pop d5","alcatel","854","480","5","2014","4.5",34
"gt-i9070p","galaxy s advance","samsung","800","480","5","2012","4",34
"7320","7320","coolpad","1080","720","13","2014","5.5",34
"p55 novo","p55 novo","panasonic","1280","720","13","2015","5.3",34
"f120k","optimus lte tag","lg","800","480","NULL","2012","4.3",34
"studio x","studio x","blu","1280","720","8","2015","5",33
"6050f","one touch idol 2s","alcatel","1280","720","8","2014","5",33
"997d","one touch 997d","alcatel","800","480","NULL","2012","4.3",33
"a101","iconia tab a101","acer","1024","600","5","2011","7",33
"vk815","g pad 8.3","lg","1920","1200","5","2014","8.300000000000001",33
"sm-t377w","galaxy tab e lte","samsung","1280","800","5","2016","8",33
"9006w","pixi 7","alcatel","540","960","0.3","2014","7",33
"t84","telstra tough max","telstra","1280","720","13","2015","4.7",33
"sgh-i717d","galaxy note","samsung","1280","800","NULL","2012","5.3",33
"a120","canvas 2 colors","micromax","1280","720","8","2014","5",33
"sm-g9209","galaxy s6","samsung","2560","1440","16","2015","5.1",33
"a7-30f","tab 2","lenovo","600","1024","2","2015","7",33
"w818","w818","tatop","800","480","5","2012","4",33
"881sp","881sp","ask","768","1024","NULL","2013","8",33
"pap5300duo","multiphone 5300 duo","prestigio","854","480","8","2013","5.3",33
"k332","k7 lte","lg","854","480","5","2016","5",33
"k90","k90","kingpad","600","1024","2","2015","9",33
"iris fuel 50","iris fuel 50","lava","854","480","8","2014","5",33
"h870","h870","cherry mobile","960","540","5","2014","5",33
"crr-cl00","mate s","huawei","1920","1080","13","2015","5.7",33
"y560-l02","y5","huawei","854","480","5","2015","4.5",33
"hbd-761","hbd-761","unknown","480","800","NULL","2013","7",33
"sm-t357w","sm-t357w","samsung","1024","768","5","2015","9.699999999999999",33
"x3t","x3t","vivo","1280","720","8","2013","5",33
"4.0","4.0","sky","800","480","5","2014","4",33
"gt-i9082i","galaxy grand duos","samsung","800","480","8","2013","5",33
"y360-u03","ascend y360","huawei","854","480","5","2015","4",33
"a18","a18","cross","480","320","3.2","2012","3.5",33
"sm-g920t1","galaxy s6","samsung","2560","1440","16","2015","5.1",33
"x5m","x5m","vivo","1280","720","13","2015","5",33
"6033x","one touch idol ultra","alcatel","1280","720","8","2013","4.65",33
"sm-g900r7","galaxy s5","samsung","1920","1080","16","2014","5.1",33
"d5316","xperia t2 ultra","sony","1280","720","13","2014","6",33
"e1809c","e1809c","hdc","800","480","NULL","2012","5.3",33
"gn380","gn380","gionee","800","480","5","2011","4",33
"b351","b351","jesurun","NULL","NULL","NULL","2014","NULL",32
"c6906","xperia z1","sony","1920","1080","20.7","2013","5",32
"e481","canvas 5","micromax","1080","1920","13","2015","5.2",32
"sgh-t959v","galaxy s 4g","samsung","800","480","5","2011","4",32
"qs9715f","qoo surf","3q","1024","768","5","2013","9.699999999999999",32
"sgh-i997","infuse 4g","samsung","800","480","8","2011","4.6",32
"jy-g3","jy-g3","jiayu","1280","720","8","2012","4.5",32
"k30-t","k3","lenovo","1280","720","8","2015","5",32
"9380","curve touch","blackberry","480","360","5","2011","3.2",32
"a1040","a1040","azpen","600","1024","2","2014","10.1",32
"sgh-t889v","galaxy note 2","samsung","1280","720","8","2012","5.5",32
"v502015","v502015","vios","NULL","NULL","NULL","2015","NULL",32
"rm-1067","lumia 640 lte","microsoft","1280","720","13","2015","5.7",32
"sm-g600s","galaxy wide","samsung","1280","720","8","2016","5.5",32
"4027x","one touch pixi 3","alcatel","854","480","5","2015","4.5",32
"f120l","optimus lte tag","lg","800","480","5","2012","4.3",32
"f470s","f470s","lg","1280","720","8","2014","5",32
"aq4501","canvas a1","micromax","854","480","5","2014","4.5",32
"jy-f1","jy-f1","jiayu","800","480","5","2014","4",32
"sch-i879","galaxy grand","samsung","800","480","8","2013","4.99",32
"lumia 929","lumia icon","verizon","1920","1080","20","2014","5",32
"a7-30h","tab 2","lenovo","600","1024","2","2015","7",32
"55 helium plus","55 helium plus","archos","1280","720","13","2015","5.5",32
"zenfone 2e","zenfone 2e","asus","1280","720","8","2015","5",32
"c6530n","hydro life","kyocera","960","540","5","2014","4.5",32
"scl-l03","y6","huawei","1280","720","8","2015","5",32
"m823f","nura 2","orange","1920","1080","13","2015","5.5",32
"sgh-t959","vibrant","samsung","800","480","5","2009","3.99",32
"l-05d","l-05d","docomo","800","480","8.199999999999999","2012","4",32
"64 xenon","64 xenon","archos","1280","720","8","2014","6.4",32
"r7s plus","r7s plus","oppo","1920","1080","13","2015","6",32
"ideapad u1","ideapad u1","lenovo","800","1280","0.3","2011","10.1",32
"t8698","7 mozart","htc","800","480","8","2010","3.7",31
"tag-tl00","enjoy 5s","huawei","1280","720","13","2015","5",31
"f55l","atrium 5.5","figo telecom","1280","720","13","2016","5.5",31
"sm-a710l","galaxy a7 (2016)","samsung","1920","1080","13","2016","5.5",31
"mi 1s","mi-one s","xiaomi","854","480","8","2012","4",31
"f370l","f70","lg","800","480","5","2014","4.5",31
"gt-s6790n","galaxy fame lite","samsung","480","320","3","2013","3.5",31
"a61","bolt","micromax","800","480","2","2013","4",31
"9005x","pixi 8","alcatel","800","1280","0.3","2014","8",31
"g610-u15","g610s","huawei","960","540","5","2013","5",31
"vs930","spectrum ii","verizon","1280","720","8","2012","4.7",31
"a28","a28","","NULL","NULL","NULL","NULL","NULL",31
"sm-t377a","galaxy tab 4 8.0","at&t","1280","800","3","2015","8",31
"5800d","5800 xpressmusic","nokia","640","360","3.15","2008","3.2",31
"xt1049","moto x","motorola","1280","720","10","2013","4.7",31
"700p11a","700p11a","ktc","480","800","0.3","2012","7",31
"ls-5016","wind 7","lyf","1280","720","8","2016","5",31
"q-smart qs550","q-smart qs550","qmobile","960","540","5","2013","5.5",31
"amaze 4g","amaze 4g","t-mobile","960","540","NULL","2011","4.3",31
"s960","idol x","tcl","1920","1080","13","2014","5",31
"plk-tl00","honor 7","huawei","1920","1080","20","2015","5.2",31
"eis01pt","eis01pt","kddi","800","480","5","2011","4",31
"sgt-z500","sgt-z500","singtech","854","480","5","2014","5",31
"shl24","aquos phone mini","kddi","1920","1080","13.1","2014","4.5",31
"c6506","xperia zl","sony","1920","1080","13","2013","5.01",31
"985n","one touch blaze","alcatel","480","320","NULL","2012","3.5",31
"vowney","vowney","elephone","2560","1440","21","2015","5.5",31
"noir a12","noir a12","qmobile","800","480","5","2012","4.3",31
"sgh-m819n","galaxy mega 6.3","samsung","1280","720","8","2013","6.3",31
"m405b","m405b","figo telecom","NULL","NULL","NULL","NULL","NULL",31
"x2-to","vibe x2","lenovo","1920","1080","13","2014","5",31
"mid","mid","ococci","NULL","NULL","NULL","2013","NULL",31
"mi 2sc","mi 2sc","xiaomi","720","1024","5","2013","4.6",31
"chc-u03","g play mini","huawei","1280","720","13","2015","5",31
"sm-t561y","galaxy tab e","samsung","1280","800","5","2015","9.6",31
"gt-i9220","galaxy note","samsung","1280","720","8","2012","5.3",31
"p690","optimus net","lg","480","320","NULL","2011","3.2",30
"family tablet","family tablet","camelio","600","1024","0.3","2013","7",30
"v818","v818","zte","854","480","3","2013","4.5",30
"sm-g5108q","galaxy core max","samsung","960","540","8","2014","4.8",30
"i-note s","i-note s","i-mobile","480","800","3","2012","7.01",30
"sparkle v","sparkle v","karbonn","854","480","5","2014","4.5",30
"8076d","8076d","coolpad","800","480","2","2014","4",30
"8060","one max dual sim","htc","1920","1080","4","2013","5.9",30
"ot-6012d","one touch idol mini dual","alcatel","854","480","5","2013","4.3",30
"cynus t5","cynus t5","mobistel","1280","720","12","2013","5",30
"it-m809rc","avatar","intex","600","800","NULL","2012","8",30
"blade c341","blade c341","zte","800","480","5","2015","4",30
"i-note wifi 7","i-note wifi 7","i-mobile","480","800","3","2012","7",30
"t815","tempo","telstra","800","480","2","2015","4",30
"sm-p605l","galaxy note","samsung","1600","2560","8","2014","10.1",30
"gt-s7275y","galaxy ace 3","samsung","800","480","5","2013","4",30
"ba510","a510","zte","1280","720","8","2016","5",30
"sch-i905","galaxy tab 10.1 4g","verizon","800","1280","3.15","2011","10.1",30
"studio 5.5","studio 5.5","blu","854","480","5","2013","5.5",30
"f-01d","lte tablet arrows","docomo","800","1280","5.1","2011","10.1",30
"andy 5ei","andy 5ei","yezz","854","480","5","2014","5",30
"t100s","t100s","thl","1920","1080","13","2014","5",30
"m74","m74","dns","600","1024","2","2013","7",30
"blackview jk450","blackview jk450","iget","854","480","8","2014","4.5",30
"fire hdx 8.9 4g","fire hdx 8.9 4g","amazon","1600","2560","8","2014","8.9",30
"6600lvw","one max","verizon","1920","1080","4","2013","5.9",30
"x16hd 3g","x16hd 3g","teclast","1920","1080","2","2015","10.6",30
"f-05e","arrows tab","docomo","1200","1920","8.1","2012","10.06",30
"gt-i8262d","galaxy duos","samsung","800","480","5","2013","4.3",30
"u8951","ascend g510-0010","huawei","854","480","NULL","2012","4.49",30
"new  3ds","new nintendo 3ds","nintendo","240","800","NULL","2014","3.88",30
"dual s","telpad dual s","telpad","600","1024","3","2013","7",30
"b1-760hd","iconia one 7","acer","1280","800","5","2014","7",29
"sch-i500","fascinate","samsung","800","480","5","2010","4",29
"ozzy","ozzy","wiko","480","320","2","2013","3.5",29
"8297","f1","coolpad","1280","720","5","2014","5",29
"f650s","x screen","skt","1280","720","13","2016","4.93",29
"c6943","xperia z1","sony","1920","1080","20.7","2013","5",29
"zp950","phablet","zopo","1280","720","NULL","2012","5.7",29
"xt1028","moto g","verizon","1280","720","5","2013","4.5",29
"x40","infinium x40","videocon","800","480","3","2013","4",29
"sm-g9006w","galaxy s5","samsung","1920","1080","16","2014","5.1",29
"s960s","vibe x","lenovo","1920","1080","16","2013","5",29
"a6277","hero","sprint","480","320","5","2009","2.84",29
"pmp7280c3g","multipad 2 ultra duo","prestigio","1024","768","NULL","2012","8",29
"i692","i692","i-mobile","480","320","2","2011","3.2",29
"a9192","inspire 4g","htc","800","480","8","2010","4.3",29
"6039a","one touch idol 3","alcatel","1280","720","13","2015","4.7",29
"c510e","salsa","htc","480","320","5","2011","3.4",29
"im-t100k","vega no.5","pantech","800","480","NULL","2011","5",29
"zp999","zp999","zopo","1920","1080","5","2014","5.5",29
"u8655","ascend y200","huawei","480","320","3.15","2011","3.5",29
"president g6 plus","president g6 plus","gfive","854","480","5","2015","5",29
"gt-p1000m","galaxy tab","samsung","1024","600","NULL","2010","7",29
"e598","e598","moii","480","320","NULL","2012","3.5",29
"8.38z","8.38z","o+","854","480","5","2015","4.5",29
"e435","optimus l3 ii dual","lg","320","240","3.15","2013","3.2",29
"f307","f307","sunup","800","480","2","2012","3.49",29
"5054n","one touch fierce xl","alcatel","1280","720","8","2015","5.5",29
"spark tv","spark tv","cherry mobile","480","320","2","2011","3.5",29
"q331","bolt","micromax","854","480","5","2015","5",29
"501lv","tablet 2","softbank","800","1280","5","2015","8",29
"v8510","v8510","viettel","800","480","3.15","2014","4",29
"my33","my33","myphone","1280","720","13","2015","5",29
"0pja2","one m9","sprint","1920","1080","20.7","2015","5",29
"blade q","blade q","zte","854","480","5","2013","4.5",29
"m8minx","one mini 2","htc","1280","720","13","2014","4.5",29
"kyl21","digno s","kddi","1280","720","8","2012","4.7",29
"f120s","optimus lte tag","lg","800","480","5","2012","4.3",29
"7 voice tab","7 voice tab","hp","1024","600","5","2014","6.95",29
"x510t","xplay","vivo","1920","1080","13","2013","5.7",29
"b1-721","iconia","acer","1024","600","0.3","2014","7",29
"q450","canvas silver 5","micromax","1280","720","8","2015","4.8",29
"a690","a690","lenovo","800","480","3.15","2013","4",29
"e313","canvas xpress 2","micromax","1280","720","13","2015","5",29
"via t27","via t27","casper","600","1024","3","2015","7",29
"gt-i8550l","galaxy win","samsung","800","480","5","2013","4.7",29
"adr6300","droid incredible","htc","800","480","8","2010","3.7",28
"edison 3","edison 3","bq","800","1280","5","2014","10.1",28
"life 8xl","life 8xl","blu","1280","720","8","2015","5.5",28
"veiwpad 7d","viewpad 7d","viewsonic","600","1024","2","2013","7",28
"as7","as7","conspeed","320","240","2","2012","3.2",28
"pj83100","one x","at&t","1280","720","8","2012","4.7",28
"fire tv stick","fire tv stick","amazon","NULL","NULL","NULL","2016","NULL",28
"101 cobalt","101 cobalt","archos","600","1024","0.3","2011","10.1",28
"5010x","one touch pop 4 (5)","alcatel","1280","720","5","2015","5",28
"k107","k107","yuntab","1280","800","2","2016","10",28
"p700i","p700i","lenovo","800","480","NULL","2012","4",28
"shw-m305w","galaxy tab 8.9","samsung","800","1280","NULL","2011","8.98",28
"e484","canvas 6 pro","micromax","1920","1080","13","2015","5.5",28
"f370k","f70","lg","800","480","5","2014","4.5",28
"7040t","one touch fierce 2","alcatel","960","540","5","2014","5",28
"sk5","sk5","ding ding","1080","720","8","2016","5",28
"m6000","zio","kyocera","800","480","3.2","2010","3.5",28
"pad10","pad10","fx2","1024","768","NULL","2011","9.699999999999999",28
"4027a","pixi 3 (4.5)","alcatel","854","480","8","2014","4.5",28
"e901","e901","unknown","480","320","NULL","2011","3.5",28
"d2-751g","platinum","digital2","600","1024","2","2013","7",28
"vk6050","vk6050","vk world","1280","720","13","2015","5.5",28
"h30-c00","honor 3c","huawei","1280","720","8","2014","5",28
"adtab 7","adtab 7","adspec","600","1024","2","2014","7",28
"h440","spirit","lg","1280","720","8","2015","4.7",28
"rio-l03","g8","huawei","1920","1080","13","2015","5.5",28
"x5 max+","x5 max+","vivo","1920","1080","13","2015","5.5",28
"sph-d710bst","galaxy s2 epic 4g touch","samsung","800","480","8","2011","4.5",28
"mid4x10","mid4x10","polaroid","600","1024","NULL","2014","10.1",28
"arc 7","arc 7","kobo","600","1024","1.3","2013","7",28
"nxa8qc116","ares 8","nextbook","800","1280","2","2015","8",28
"5022x","pop star","alcatel","1280","720","8","2015","5",28
"gt-i8200q","galaxy s3 mini ve","samsung","800","480","5","2014","4",28
"sm-t807t","galaxy tab s","samsung","1600","2560","8","2014","10.5",28
"d500","optimus f6","lg","960","540","5","2013","4.5",28
"s200","s200","cubot","1280","720","13","2015","5",28
"lead 1","lead 1","leagoo","1280","720","8","2014","5.5",28
"me176c (k013)","memo pad 7","asus","800","1280","5","2014","7",28
"pixel v2+","pixel v2+","lava","1280","720","13","2015","5",28
"f620s","class","lg","1280","720","13","2015","5",27
"m-1000q","m-1000q","iview","600","1024","2","2015","10.1",27
"ms550","stylo 2 plus","metropcs","1280","720","13","2016","5.7",27
"k88","k88","zte","800","1280","5","2016","9.4",27
"sm-g850m","galaxy alpha","samsung","1280","720","12","2014","4.7",27
"sch-r530u","galaxy s3","samsung","1280","720","8","2012","4.8",27
"elife s7","elife s7","gionee","1920","1080","13","2015","5.2",27
"ls997","v20","lg","2560","1440","16","2015","5.5",27
"y13l","vivo y13l","vivo","854","480","5","2014","4.5",27
"st10216-1","surftab ventos 10.1","trekstor","800","1280","2","2012","10.1",27
"a104","canvas fire","micromax","854","480","5","2014","4.5",27
"s8-701w","s8-701w","huawei","800","1280","5","2014","8",27
"a1-841","iconia tab 8","acer","800","1280","5","2014","8",27
"ek-gc110","galaxy camera wifi","samsung","720","1280","16.3","2013","4.8",27
"m812","m812","infocus","1920","1080","13","2015","5.5",27
"p320x","one touch tab 8","alcatel","768","1024","0.3","2013","8",27
"vf685","smart kicka","vodafone","480","320","2","2014","3.5",27
"c8680","c8680","veon","960","540","8","2013","4.3",27
"sph-l300","galaxy s3","samsung","800","480","NULL","2012","4.8",27
"rct6203w46","rct6203w46","rca","600","1024","2","2013","10.1",27
"v496","g pad f","lg","800","1280","5","2015","7",27
"a1000l-f","ideatab a1000","lenovo","600","1024","0.3","2013","7",27
"sm-n915w8","galaxy note edge","samsung","2560","1600","16","2015","5.6",27
"c5-06","c5-06","nokia","640","360","NULL","2011","NULL",27
"e5506","xperia c5 ultra","sony","1920","1080","13","2015","6",27
"aquaris e5 fhd","aquaris e5 fhd","bq","1920","1080","13","2014","5",27
"f540s","volt","lg","1280","720","8","2015","4.7",27
"c6740n","hydro wave","kyocera","960","540","5","2015","5",27
"eluga i2","eluga i2","panasonic","1280","720","8","2015","5",26
"m19","m19","aoson","768","1024","NULL","2011","9.699999999999999",26
"trekker-x2","trekker-x2","crosscall","1280","720","13","2015","5",26
"h910","v20","at&t","2560","1440","16","2016","5.7",26
"at300se","at300se","toshiba","800","1280","3","2012","10.1",26
"4034x","pixi 4 (4)","alcatel","800","480","2","2016","4",26
"sm-g360bt","galaxy win 2 duos tv","samsung","800","480","5","2014","4.5",26
"ls675","tribute 5","lg","1280","720","13","2015","5",26
"r106","shine","coolpad","1280","720","13","2015","5.5",26
"y220t","y220t","huawei","480","320","NULL","2012","3.5",26
"sm-g3819","galaxy win pro","samsung","960","540","5","2013","4.5",26
"5054s","one touch pop 3 (5.5)","alcatel","1280","720","8","2016","5.5",26
"t805s","t805s","unknown","1080","1920","13","2015","10.5",26
"highway 4g","highway 4g","wiko","1920","1080","16","2014","5",26
"bntv250","nook tablet","barnes and noble","1024","600","NULL","2012","6.98",26
"lt18iv","xperia arc s","sony ericsson","854","480","8","2011","4.2",26
"sph-d720","nexus s 4g","sprint","800","480","5","2011","4",26
"sm-e500yz","galaxy e5","samsung","1280","720","8","2015","5",26
"vns-l23","p9 lite","huawei","1080","1920","13","2016","5.2",26
"one 3g hd","one 3g hd","innjoo","1280","720","13","2012","5",26
"4010x","one touch t-pop","alcatel","480","320","3.2","2013","3.5",26
"nxt-cl00","mate 8","huawei","1920","1080","16","2015","6",26
"velocity 4g","velocity 4g","htc","960","540","8","2012","4.5",26
"d682tr","g pro lite","lg","960","540","8","2013","5.5",26
"sch-i800","galaxy tab 7.0","samsung","1024","600","3.15","2011","7",26
"pro slate 10 ee g1","pro slate 10 ee g1","hp","1280","800","5","2015","10.1",26
"startrail 7","startrail 7","sfr","854","480","8","2015","5.02",26
"g13","g13","leagool","2560","1440","5.3","2015","5.5",26
"5020x","5020x","alcatel","800","480","5","2013","4",26
"z818l","allstar","zte","854","480","5","2015","5",26
"a121","canvas elanza 2","micromax","1280","720","8","2014","5",26
"sm701","t1","smartisan","1920","1080","12.78","2015","4.95",26
"mt1-t00","ascend mate","huawei","1280","720","8","2013","6.1",26
"z995","overture","zte","800","480","5","2013","4",26
"sm-n7506v","galaxy note 3 neo td-lte","samsung","1280","720","8","2014","5.5",26
"boost mobile view 5.0","boost mobile view 5.0","alcatel","854","480","5","2014","5",26
"sm-p907a","galaxy note pro 12.2","at&t","1600","2560","8","2014","12.2",26
"sky hd9500","sky hd9500","skyphone","1280","720","12.6","2013","5",26
"g6-t00","ascend g6","huawei","960","540","8","2014","4.5",26
"w981","luxe","telego","900","450","8","2014","4.5",26
"7 plus","7 plus","hp","600","1024","2","2014","7",26
"remix mini","remix mini","jide","634","789","NULL","2015","6.33",26
"gt-i9508v","galaxy s4 duos","samsung","1920","1080","13","2013","5",26
"m351","mx3","meizu","1800","1080","8","2013","5.1",26
"h520","magna","lg","1280","720","13","2015","5.7",26
"roya","roya","orange","854","480","5","2014","4.5",26
"8676-a01","8676-a01","coolpad","1280","720","13","2015","5.5",25
"darkfull","darkfull","wiko","1920","1080","13","2013","5",25
"ls5014","wind 4","lyf","1280","720","8","2016","5",25
"nugget d5","nugget d5","ontop","960","540","5","2014","5.3",25
"403hw","mediapad m1","huawei","800","1280","5","2014","8",25
"v510","g pad 8.3","lg","1920","1200","5","2013","8.300000000000001",25
"y300-0000","ascend y300","huawei","800","480","5","2013","4",25
"gt-i9507v","galaxy s4","samsung","1920","1080","13","2013","5",25
"sm-t217t","galaxy tab 3 7.0 4g lte","t-mobile","1024","600","3.15","2014","7",25
"u8825d","ascend g330d","huawei","800","480","NULL","2012","4",25
"xt1055","moto x","motorola","1280","720","10","2013","4.7",25
"n918st","blade v5s","zte","1280","720","8","2014","5",25
"y33","y33","vivo","1280","720","8","2015","4.7",25
"a529","a529","lenovo","854","480","5","2014","4.5",25
"8055","one touch pixi 3","alcatel","600","1024","2","2015","7",25
"r7c","r7c","oppo","1920","1080","13","2015","5",25
"vsp250g","venus 5.0 v","vestel","1280","720","8","2014","5",25
"mt2-l05","ascend mate 2","huawei","1920","1080","13","2014","6.1",25
"4033d","one touch pop c3","alcatel","800","480","5","2013","4",25
"sm-g313mu","galaxy ace 4","samsung","800","480","5","2014","4",25
"i-style q5a","i-style q5a","i-mobile","854","480","8","2013","4.5",25
"boost 3","boost 3","highscreen","1920","1080","13","2015","5",25
"venture","venture","pcd","320","240","NULL","2012","2.8",25
"xt1094","moto x 2nd gen","motorola","1920","1080","13","2014","5.2",25
"902c","one max","htc","1920","1080","4","2013","5.9",25
"m040","m040","meizu","1280","800","8","2012","4.51",25
"q102","q102","contixo","600","1024","2","2014","10.1",25
"c630","clue l","phicomm","854","480","5","2014","5",25
"asha 501","asha 501","nokia","320","240","3.15","2013","3",25
"86vebc","86vebc","unknown","800","480","1.3","2015","6",25
"5050x","one touch pop s3","alcatel","800","480","5","2014","4",25
"sch-i939i","galaxy s3 neo","samsung","1280","720","8","2014","4.8",25
"lgl21","optimus g","lg","1280","720","13","2012","4.7",25
"pixel v1","pixel v1","lava","1280","720","8","2015","5.5",25
"9022x","one touch pixi 3","alcatel","800","1280","5","2015","8",25
"5020d","one touch m-pop","alcatel","800","480","5","2013","4",25
"novo 9","spark","ainol","1536","2048","NULL","2012","9.699999999999999",25
"ot-5020e","one touch m pop","alcatel","800","480","5","2013","4",25
"5017a","one touch pixi 3","alcatel","854","480","8","2015","4.5",25
"l-ement 1040","l-ement 1040","logicom","600","1024","2","2015","10.1",25
"xt1023","moto e","motorola","960","540","5","2014","4.3",25
"yq603","u1","smartisan","1920","1080","NULL","2015","5.5",25
"4009x","one touch pixi 3 (3.5)","alcatel","480","320","2","2014","3.5",25
"mach 8","mach 8","armada","NULL","NULL","NULL","2014","NULL",25
"x554","hot 3","infinix","1280","720","8","2015","5.5",24
"ellipsis 10","qtair7","verizon","1920","1200","5","2015","10.1",24
"a238t","a238t","lenovo","800","480","2","2012","4",24
"a310","canvas nitro","micromax","1280","720","13","2014","5",24
"a107","canvas fire 4","micromax","854","480","8","2015","4.5",24
"x98 air ii","x98 air ii","teclast","1533","2048","5","2014","9.699999999999999",24
"d631","g vista","lg","1280","720","8","2014","5.7",24
"wii u","wii u","nintendo","854","480","NULL","2012","6.2",24
"gt-s7572","galaxy trend ii duos","samsung","800","480","3.15","2013","4",24
"royal v7x","royal v7x","idroid","720","1280","13","2014","5.5",24
"smart 4g","smart 4g","vodafone","960","540","8","2013","4.5",24
"d625","g2 mini","lg","960","540","13","2014","4.7",24
"novo 7 fire","novo 7 fire","ainol","1280","800","NULL","2012","6.99",24
"t500","t500","mito","800","480","NULL","2012","7.01",24
"h220","joy","lg","800","480","5","2015","4",24
"zera f","zera f","highscreen","800","480","5","2014","4",24
"gt-e2202","metro","samsung","160","128","0.3","2013","1.73",24
"discovery elite","discovery elite","general mobile","1920","1080","16","2015","5.5",24
"twin t90","twin t90","tong lin","480","320","NULL","2011","3.72",24
"g620s-l03","ascend alek","huawei","1280","720","8","2014","5",24
"sgh-i337z","galaxy s4 lte","samsung","1920","1080","13","2013","5",24
"7047e","one touch pop c9","alcatel","960","540","8","2014","5.5",24
"e410i","optimus l1 ii","lg","320","240","2","2013","3",24
"mb-6900","mb-6900","hyundai","320","240","2","2011","2.8",24
"tit-tl00","changxiang 5","china mobile","1280","720","13","2016","5",24
"e311","canvas nitro 2","micromax","1280","720","13","2015","5",24
"x906","le max","letv","2560","1440","21","2015","6.33",24
